name,classID,class,fold
type04_00001_cut_file_s00152_e00159.wav,0,notviolence,11
type04_00000_cut_file_s00281_e00288.wav,0,notviolence,11
type04_00000_cut_file_s00284_e00291.wav,0,notviolence,11
type04_00001_cut_file_s00181_e00188.wav,0,notviolence,11
type04_00000_cut_file_s00291_e00298.wav,0,notviolence,11
type04_00001_cut_file_s00126_e00133.wav,0,notviolence,11
type04_00001_cut_file_s00140_e00147.wav,0,notviolence,11
type04_00001_cut_file_s00184_e00191.wav,0,notviolence,11
type04_00001_cut_file_s00176_e00183.wav,0,notviolence,11
type04_00001_cut_file_s00141_e00148.wav,0,notviolence,11
type04_00001_cut_file_s00174_e00181.wav,0,notviolence,11
type04_00000_cut_file_s00283_e00290.wav,0,notviolence,11
type04_00000_cut_file_s00481_e00488.wav,0,notviolence,11
type04_00000_cut_file_s00436_e00443.wav,0,notviolence,11
type04_00001_cut_file_s00128_e00135.wav,0,notviolence,11
type04_00000_cut_file_s00444_e00451.wav,0,notviolence,11
type04_00000_cut_file_s00290_e00297.wav,0,notviolence,11
type04_00001_cut_file_s00163_e00170.wav,0,notviolence,11
type04_00001_cut_file_s00160_e00167.wav,0,notviolence,11
type04_00001_cut_file_s00125_e00132.wav,0,notviolence,11
type04_00000_cut_file_s00449_e00456.wav,0,notviolence,11
type04_00001_cut_file_s00136_e00143.wav,0,notviolence,11
type04_00001_cut_file_s00127_e00134.wav,0,notviolence,11
type04_00001_cut_file_s00142_e00149.wav,0,notviolence,11
type04_00000_cut_file_s00268_e00275.wav,0,notviolence,11
type04_00000_cut_file_s00460_e00467.wav,0,notviolence,11
type04_00000_cut_file_s00282_e00289.wav,0,notviolence,11
type04_00001_cut_file_s00145_e00152.wav,0,notviolence,11
type04_00000_cut_file_s00429_e00436.wav,0,notviolence,11
type04_00000_cut_file_s00475_e00482.wav,0,notviolence,11
type04_00000_cut_file_s00260_e00267.wav,0,notviolence,11
type04_00000_cut_file_s00476_e00483.wav,0,notviolence,11
type04_00000_cut_file_s00457_e00464.wav,0,notviolence,11
type04_00001_cut_file_s00171_e00178.wav,0,notviolence,11
type04_00000_cut_file_s00479_e00486.wav,0,notviolence,11
type04_00000_cut_file_s00455_e00462.wav,0,notviolence,11
type04_00000_cut_file_s00432_e00439.wav,0,notviolence,11
type04_00000_cut_file_s00463_e00470.wav,0,notviolence,11
type04_00000_cut_file_s00264_e00271.wav,0,notviolence,11
type04_00001_cut_file_s00130_e00137.wav,0,notviolence,11
type04_00001_cut_file_s00124_e00131.wav,0,notviolence,11
type04_00000_cut_file_s00443_e00450.wav,0,notviolence,11
type04_00000_cut_file_s00439_e00446.wav,0,notviolence,11
type04_00001_cut_file_s00151_e00158.wav,0,notviolence,11
type04_00000_cut_file_s00470_e00477.wav,0,notviolence,11
type04_00000_cut_file_s00261_e00268.wav,0,notviolence,11
type04_00000_cut_file_s00266_e00273.wav,0,notviolence,11
type04_00000_cut_file_s00456_e00463.wav,0,notviolence,11
type04_00001_cut_file_s00131_e00138.wav,0,notviolence,11
type04_00000_cut_file_s00484_e00491.wav,0,notviolence,11
type04_00001_cut_file_s00182_e00189.wav,0,notviolence,11
type04_00000_cut_file_s00288_e00295.wav,0,notviolence,11
type04_00000_cut_file_s00447_e00454.wav,0,notviolence,11
type04_00001_cut_file_s00138_e00145.wav,0,notviolence,11
type04_00001_cut_file_s00139_e00146.wav,0,notviolence,11
type04_00001_cut_file_s00177_e00184.wav,0,notviolence,11
type04_00000_cut_file_s00275_e00282.wav,0,notviolence,11
type04_00001_cut_file_s00137_e00144.wav,0,notviolence,11
type04_00000_cut_file_s00469_e00476.wav,0,notviolence,11
type04_00000_cut_file_s00477_e00484.wav,0,notviolence,11
type04_00001_cut_file_s00129_e00136.wav,0,notviolence,11
type04_00001_cut_file_s00178_e00185.wav,0,notviolence,11
type04_00000_cut_file_s00461_e00468.wav,0,notviolence,11
type04_00001_cut_file_s00172_e00179.wav,0,notviolence,11
type04_00000_cut_file_s00262_e00269.wav,0,notviolence,11
type04_00000_cut_file_s00452_e00459.wav,0,notviolence,11
type04_00000_cut_file_s00442_e00449.wav,0,notviolence,11
type04_00000_cut_file_s00434_e00441.wav,0,notviolence,11
type04_00001_cut_file_s00180_e00187.wav,0,notviolence,11
type04_00001_cut_file_s00156_e00163.wav,0,notviolence,11
type04_00001_cut_file_s00183_e00190.wav,0,notviolence,11
type04_00000_cut_file_s00435_e00442.wav,0,notviolence,11
type04_00001_cut_file_s00157_e00164.wav,0,notviolence,11
type04_00000_cut_file_s00278_e00285.wav,0,notviolence,11
type04_00001_cut_file_s00159_e00166.wav,0,notviolence,11
type04_00001_cut_file_s00143_e00150.wav,0,notviolence,11
type04_00000_cut_file_s00440_e00447.wav,0,notviolence,11
type04_00001_cut_file_s00146_e00153.wav,0,notviolence,11
type04_00000_cut_file_s00454_e00461.wav,0,notviolence,11
type04_00000_cut_file_s00480_e00487.wav,0,notviolence,11
type04_00000_cut_file_s00446_e00453.wav,0,notviolence,11
type04_00001_cut_file_s00150_e00157.wav,0,notviolence,11
type04_00000_cut_file_s00279_e00286.wav,0,notviolence,11
type04_00000_cut_file_s00430_e00437.wav,0,notviolence,11
type04_00001_cut_file_s00173_e00180.wav,0,notviolence,11
type04_00000_cut_file_s00450_e00457.wav,0,notviolence,11
type04_00000_cut_file_s00263_e00270.wav,0,notviolence,11
type04_00000_cut_file_s00438_e00445.wav,0,notviolence,11
type04_00000_cut_file_s00289_e00296.wav,0,notviolence,11
type04_00000_cut_file_s00485_e00492.wav,0,notviolence,11
type04_00000_cut_file_s00451_e00458.wav,0,notviolence,11
type04_00000_cut_file_s00445_e00452.wav,0,notviolence,11
type04_00000_cut_file_s00267_e00274.wav,0,notviolence,11
type04_00001_cut_file_s00148_e00155.wav,0,notviolence,11
type04_00000_cut_file_s00272_e00279.wav,0,notviolence,11
type04_00000_cut_file_s00448_e00455.wav,0,notviolence,11
type04_00000_cut_file_s00468_e00475.wav,0,notviolence,11
type04_00000_cut_file_s00483_e00490.wav,0,notviolence,11
type04_00000_cut_file_s00271_e00278.wav,0,notviolence,11
type04_00001_cut_file_s00153_e00160.wav,0,notviolence,11
type04_00000_cut_file_s00465_e00472.wav,0,notviolence,11
type04_00000_cut_file_s00453_e00460.wav,0,notviolence,11
type04_00000_cut_file_s00466_e00473.wav,0,notviolence,11
type04_00000_cut_file_s00437_e00444.wav,0,notviolence,11
type04_00000_cut_file_s00265_e00272.wav,0,notviolence,11
type04_00000_cut_file_s00270_e00277.wav,0,notviolence,11
type04_00001_cut_file_s00154_e00161.wav,0,notviolence,11
type04_00001_cut_file_s00149_e00156.wav,0,notviolence,11
type04_00001_cut_file_s00158_e00165.wav,0,notviolence,11
type04_00001_cut_file_s00147_e00154.wav,0,notviolence,11
type04_00000_cut_file_s00277_e00284.wav,0,notviolence,11
type04_00001_cut_file_s00161_e00168.wav,0,notviolence,11
type04_00000_cut_file_s00441_e00448.wav,0,notviolence,11
type04_00000_cut_file_s00467_e00474.wav,0,notviolence,11
type04_00000_cut_file_s00433_e00440.wav,0,notviolence,11
type04_00001_cut_file_s00123_e00130.wav,0,notviolence,11
type04_00000_cut_file_s00274_e00281.wav,0,notviolence,11
type04_00000_cut_file_s00474_e00481.wav,0,notviolence,11
type04_00000_cut_file_s00280_e00287.wav,0,notviolence,11
type04_00000_cut_file_s00276_e00283.wav,0,notviolence,11
type04_00000_cut_file_s00482_e00489.wav,0,notviolence,11
type04_00000_cut_file_s00273_e00280.wav,0,notviolence,11
type04_00000_cut_file_s00269_e00276.wav,0,notviolence,11
type04_00001_cut_file_s00162_e00169.wav,0,notviolence,11
type04_00000_cut_file_s00464_e00471.wav,0,notviolence,11
type04_00001_cut_file_s00179_e00186.wav,0,notviolence,11
type04_00000_cut_file_s00462_e00469.wav,0,notviolence,11
type04_00001_cut_file_s00144_e00151.wav,0,notviolence,12
type04_00001_cut_file_s00155_e00162.wav,0,notviolence,12
type04_00000_cut_file_s00431_e00438.wav,0,notviolence,12
type04_00001_cut_file_s00175_e00182.wav,0,notviolence,12
type04_00000_cut_file_s00285_e00292.wav,0,notviolence,12
type04_00000_cut_file_s00478_e00485.wav,0,notviolence,12
type04_00000_cut_file_s00287_e00294.wav,0,notviolence,12
type06_00032_cut_file_s00154_e00161.wav,1,violence,11
type06_00033_cut_file_s00206_e00213.wav,1,violence,11
type06_00010_cut_file_s00087_e00094.wav,1,violence,11
type06_00034_cut_file_s00112_e00119.wav,1,violence,11
type06_00034_cut_file_s00105_e00112.wav,1,violence,11
type06_00033_cut_file_s00037_e00044.wav,1,violence,11
type06_00033_cut_file_s00217_e00224.wav,1,violence,11
type06_00011_cut_file_s00083_e00090.wav,1,violence,11
type06_00033_cut_file_s00070_e00077.wav,1,violence,11
type06_00033_cut_file_s00095_e00102.wav,1,violence,11
type06_00033_cut_file_s00064_e00071.wav,1,violence,11
type06_00004_cut_file_s00093_e00100.wav,1,violence,11
type06_00033_cut_file_s00073_e00080.wav,1,violence,11
type06_00010_cut_file_s00027_e00034.wav,1,violence,11
type06_00033_cut_file_s00081_e00088.wav,1,violence,11
type06_00032_cut_file_s00147_e00154.wav,1,violence,11
type06_00033_cut_file_s00082_e00089.wav,1,violence,11
type06_00033_cut_file_s00222_e00229.wav,1,violence,11
type06_00010_cut_file_s00096_e00103.wav,1,violence,11
type06_00033_cut_file_s00071_e00078.wav,1,violence,11
type06_00033_cut_file_s00076_e00083.wav,1,violence,11
type06_00034_cut_file_s00098_e00105.wav,1,violence,11
type06_00010_cut_file_s00083_e00090.wav,1,violence,11
type06_00033_cut_file_s00044_e00051.wav,1,violence,11
type06_00033_cut_file_s00201_e00208.wav,1,violence,11
type06_00033_cut_file_s00098_e00105.wav,1,violence,11
type06_00032_cut_file_s00105_e00112.wav,1,violence,11
type06_00032_cut_file_s00108_e00115.wav,1,violence,11
type06_00010_cut_file_s00006_e00013.wav,1,violence,11
type06_00010_cut_file_s00042_e00049.wav,1,violence,11
type06_00009_cut_file_s00152_e00159.wav,1,violence,11
type06_00009_cut_file_s00161_e00168.wav,1,violence,11
type06_00009_cut_file_s00068_e00075.wav,1,violence,11
type06_00034_cut_file_s00128_e00135.wav,1,violence,11
type06_00033_cut_file_s00212_e00219.wav,1,violence,11
type06_00032_cut_file_s00164_e00171.wav,1,violence,11
type06_00034_cut_file_s00122_e00129.wav,1,violence,11
type06_00032_cut_file_s00156_e00163.wav,1,violence,11
type06_00033_cut_file_s00215_e00222.wav,1,violence,11
type06_00034_cut_file_s00048_e00055.wav,1,violence,11
type06_00033_cut_file_s00056_e00063.wav,1,violence,11
type06_00010_cut_file_s00036_e00043.wav,1,violence,11
type06_00032_cut_file_s00160_e00167.wav,1,violence,11
type06_00033_cut_file_s00199_e00206.wav,1,violence,11
type06_00010_cut_file_s00010_e00017.wav,1,violence,11
type06_00010_cut_file_s00104_e00111.wav,1,violence,11
type06_00033_cut_file_s00063_e00070.wav,1,violence,11
type06_00033_cut_file_s00208_e00215.wav,1,violence,11
type06_00004_cut_file_s00100_e00107.wav,1,violence,11
type06_00010_cut_file_s00005_e00012.wav,1,violence,11
type06_00009_cut_file_s00073_e00080.wav,1,violence,11
type06_00011_cut_file_s00063_e00070.wav,1,violence,11
type06_00034_cut_file_s00051_e00058.wav,1,violence,11
type06_00009_cut_file_s00108_e00115.wav,1,violence,11
type06_00033_cut_file_s00093_e00100.wav,1,violence,11
type06_00032_cut_file_s00103_e00110.wav,1,violence,11
type06_00033_cut_file_s00105_e00112.wav,1,violence,11
type06_00010_cut_file_s00060_e00067.wav,1,violence,11
type06_00033_cut_file_s00046_e00053.wav,1,violence,11
type06_00034_cut_file_s00057_e00064.wav,1,violence,11
type06_00033_cut_file_s00209_e00216.wav,1,violence,11
type06_00032_cut_file_s00101_e00108.wav,1,violence,11
type06_00004_cut_file_s00092_e00099.wav,1,violence,11
type06_00033_cut_file_s00189_e00196.wav,1,violence,11
type06_00033_cut_file_s00103_e00110.wav,1,violence,11
type06_00010_cut_file_s00025_e00032.wav,1,violence,11
type06_00033_cut_file_s00130_e00137.wav,1,violence,11
type06_00034_cut_file_s00111_e00118.wav,1,violence,11
type06_00033_cut_file_s00194_e00201.wav,1,violence,11
type06_00034_cut_file_s00046_e00053.wav,1,violence,11
type06_00010_cut_file_s00009_e00016.wav,1,violence,11
type06_00034_cut_file_s00054_e00061.wav,1,violence,11
